folder,folder_idx,picked_images,top1_species,top1_score,top5_species,top5_scores,status_code,error
333_09021_umbellata,333,eae2dcd8-db49-42a8-a018-bb4b9cb62470.jpg;26407621-7d39-4a6d-bb77-4984a06c1ec2.jpg;c3935224-499d-4560-9731-44788eaec390.jpg,Metrosideros umbellata,0.78464,Metrosideros umbellata;Metrosideros excelsa;Purpureostemon ciliatus;Metrosideros punctata;Metrosideros humboldtiana,0.78464;0.07295;0.01169;0.01127;0.00848,200,
334_09022_communis,334,7cc582f9-1c53-4fc5-a0cd-2d9b26432a7e.jpg;2b6dfbc8-5b01-43bd-8291-ddc03f5ecd61.jpg;c6760784-8847-4eba-822d-8778f13189dc.jpg,Myrtus communis,0.92354,Myrtus communis;Ligustrum ovalifolium;Luma apiculata;Plinia cauliflora;Osmanthus heterophyllus,0.92354;0.02906;0.01796;0.01792;0.01044,200,
335_09023_cattleyanum,335,95ebb509-0681-4eb3-8286-e1f4d70effac.jpg;17ce6a36-47a2-469c-b897-ad25eeaaa444.jpg;b5746be5-f669-44da-b41c-2be992941860.jpg,Psidium cattleyanum,0.96748,Psidium cattleyanum;Eugenia capuli;Psidium guineense;Syzygium nanum;Cinnamodendron dinisii,0.96748;0.03577;0.01245;0.00902;0.009,200,
336_09024_guajava,336,4743e4a9-ad08-40e0-86cc-c91f4fab3ee8.jpg;1b48a914-7a4b-45c0-a141-d1af2ad2072a.jpg;02481b04-1ccb-4be7-b3e0-13868b2fa56c.jpg,Psidium guajava,0.85054,Psidium guajava;Psidium friedrichsthalianum;Vitex megapotamica;Capirona macrophylla;Pancheria ternata,0.85054;0.17692;0.06156;0.03667;0.03288,200,
337_09088_racemosa,337,58d3e21e-af7d-4841-8cbe-1267b9fa279c.jpg;25704963-9532-4346-81aa-c7ad7249a361.jpg;52a4f3f2-1e0d-464f-a4b8-c6eec630730d.jpg,Syzygium maire,0.40308,Syzygium maire;Pterophylla rutenbergii;Pterophylla dichotoma;Pterophylla serrata;Syzygium aromaticum,0.40308;0.36984;0.36066;0.13562;0.10674,200,
338_09089_serrata,338,d19f108e-28c9-4e16-abba-1f76ac688d2d.jpg;1a158a0c-2944-4017-a186-9fe2353c8752.jpg;4dd7b937-bf19-4a8f-98b1-104c6d96634c.jpg,Aristotelia serrata,0.756,Aristotelia serrata;Maesa lanceolata;Plagianthus regius;Quercus faginea;Quercus coccifera,0.756;0.05386;0.02468;0.00839;0.00789,200,
339_09090_hookerianus,339,223716a4-b20c-4598-87ff-376b3430e240.jpg;6ea6f05c-8107-4983-9958-20b76b1d2b17.jpg;f348ec88-6f70-416f-beb9-555027fb40fb.jpg,Grammitis serrulata,0.087,Grammitis serrulata;Corchorus neocaledonicus;Hugonia jenkinsii;Ulmus crassifolia;Pancheria gatopensis,0.087;0.06508;0.05373;0.04464;0.03049,200,
340_09121_occidentalis,340,09b5ac0e-b335-414e-9f25-bc696162cb36.jpg;20d2c645-a4a3-4a4b-8cac-39c47438e3d4.jpg;767ef0d5-2de2-461d-a9a2-cd31b9d6ff90.jpg,Platanus occidentalis,0.64685,Platanus occidentalis;Platanus × hispanica;Populus tremula;Populus tremuloides;Betula tianschanica,0.64685;0.25662;0.14329;0.07763;0.04233,200,
341_09123_wrightii,341,c61dfbcd-29b9-4ecb-99a1-b8f120f824da.jpg;7ece652b-3319-4d31-be31-bb9935543426.jpg;b3cfcae8-cceb-4a7d-99d2-5f43d2aef4b4.jpg,Platanus occidentalis,0.35704,Platanus occidentalis;Eucalyptus alba;Platanus × hispanica;Platanus racemosa;Platanus wrightii,0.35704;0.25547;0.23107;0.16382;0.14325,200,
342_09126_sericea,342,8a0d6d09-9fe4-4ef0-8688-47692ba29b31.jpg;551b2b7c-f356-4d2f-be8e-aa02fdd89668.jpg;f7b47ddc-cf2a-49bd-b680-251327fd13a4.jpg,Hakea sericea,0.67102,Hakea sericea;Hakea decurrens;Hakea propinqua;Juniperus oxycedrus;Hakea nodosa,0.67102;0.09925;0.03095;0.02865;0.01893,200,
343_09128_laureolum,343,7a9f6a32-c7af-4eba-91bb-8cb2e45f829e.jpg;48de8cf9-feb3-4cf7-8831-e4739f333f49.jpg;b78356fc-0b79-42fa-8ab6-6038cbdaefe5.jpg,Leucadendron laureolum,0.27506,Leucadendron laureolum;Protea caffra;Protea coronata;Leucospermum oleifolium;Leucadendron strobilinum,0.27506;0.19579;0.06195;0.05384;0.04066,200,
344_09129_rubrum,344,ab963de4-6f2c-426f-8cac-205556256c50.jpg;e956d3b3-1ef3-42d0-843a-599edfaf7ec1.jpg;3aca82ec-de57-4e91-a0bf-f0b49795ee3f.jpg,Leucadendron rubrum,0.74268,Leucadendron rubrum;Isocoma pluriflora;Anthyllis barba-jovis;Acacia mearnsii;Chrysothamnus viscidiflorus,0.74268;0.16945;0.06176;0.05019;0.03695,200,
345_09131_conocarpodendron,345,379ca0ff-313d-49e9-b08e-d65eab5b7d44.jpg;a153fbff-d489-48ea-9dba-618bfeb73138.jpg;b89f8e13-5cbf-4218-88eb-318ef26c89c1.jpg,Leucospermum conocarpodendron,0.67174,Leucospermum conocarpodendron;Mimetes fimbriifolius;Hubertia tomentosa;Aeonium stuessyi;Protea roupelliae,0.67174;0.11696;0.06842;0.03968;0.02511,200,
346_09135_cynaroides,346,d006c383-096a-42c6-a8c5-9ee78417c2b0.jpg;8bad3c1c-e746-41a0-aedd-b3926eb466c4.jpg;9e92ef35-b7b5-42ea-a44a-132ac5a5a735.jpg,Protea cynaroides,0.83771,Protea cynaroides;Protea angolensis;Protea grandiceps;Protea obtusifolia;Protea longifolia,0.83771;0.01936;0.01483;0.00426;0.00289,200,
347_09136_laurifolia,347,a576edf4-db1a-42ea-a2e5-1a7ddde143b7.jpg;41f8d249-0628-47fe-988a-bc3e96b6e50c.jpg;7ca94615-0293-4aea-bcaf-4f9c6b92d1a6.jpg,Protea caffra,0.63983,Protea caffra;Protea neriifolia;Protea obtusifolia;Protea repens;Protea grandiceps,0.63983;0.1788;0.08816;0.0625;0.03882,200,
348_09137_neriifolia,348,3b3229f6-0f1d-48a3-a4e5-c065794296b6.jpg;cf05d1f0-bea0-407c-bd1d-27018fba2a87.jpg;a0e1df3d-f396-40b5-9bcd-35e53ada76d5.jpg,Protea neriifolia,0.5467,Protea neriifolia;Protea caffra;Protea coronata;Protea grandiceps;Liparia splendens,0.5467;0.21972;0.02002;0.01518;0.00932,200,
349_09143_bealei,349,0cfb43b2-1f14-4500-a4b2-db34e48347c6.jpg;c543cf6b-3d9e-47c1-b7fd-a0a32c83c0f0.jpg;8da5fc3f-db29-433d-84f2-30c18af80b21.jpg,Berberis japonica,0.38785,Berberis japonica;Berberis bealei;Berberis aquifolium;Berberis napaulensis;Berberis nervosa,0.38785;0.37943;0.24388;0.01234;0.00869,200,
350_09145_nervosa,350,7a53a1d6-80df-485d-b534-c58f6e8c6b5b.jpg;5c802d1b-eb99-4eb6-a5b7-0d3104161281.jpg;4bc7e278-c804-453c-85a4-7f07449ce0df.jpg,Mahonia aquifolium,0.86925,Mahonia aquifolium;Sonchus oleraceus,0.86925;0.0015,200,
351_09147_thunbergii,351,9d913edd-1de7-4001-82e0-cd007deee853.jpg;ce754877-5576-4336-915d-29536838c7dc.jpg;1f4a1bb9-35e9-4a21-8028-d98d26cf2ee5.jpg,Berberis thunbergii,0.95604,Berberis thunbergii;Berberis canadensis;Berberis vulgaris;Baptisia nuttalliana;Lespedeza hirta,0.95604;0.0646;0.01594;0.01553;0.01119,200,
352_09148_trifoliolata,352,af67e9bf-e1a0-456a-b00f-f96d09d057cd.jpg;3b32d379-c49f-4bf1-b621-28aede756f6a.jpg;cfc75786-b17a-4e9d-ada2-2b844ffbfcfe.jpg,Berberis trifoliolata,0.91061,Berberis trifoliolata;Berberis haematocarpa;Coccinia sessilifolia;Acer monspessulanum;Berberis fremontii,0.91061;0.0385;0.02311;0.02175;0.01692,200,
353_09296_angustifolia,353,de7af536-5dce-4f0b-aec7-cc8cd5ba6213.jpg;ce3ab0eb-f032-4877-881a-868277710d97.jpg;4350bd50-f653-41e5-9678-bd2ee883b0ff.jpg,Elaeagnus angustifolia,0.7597,Elaeagnus angustifolia;Elaeagnus umbellata;Withania somnifera;Combretum imberbe;Helichrysum foetidum,0.7597;0.11411;0.05535;0.04951;0.02088,200,
354_09299_umbellata,354,524d8648-fed2-42f3-9aa8-347bbc891668.jpg;c0e2e900-d7a3-4722-8ddf-03f2e8f16a2e.jpg;5a72d0ca-12d7-4208-977d-6accabc425de.jpg,Elaeagnus umbellata,0.96772,Elaeagnus umbellata;Elaeagnus multiflora;Euonymus americanus;Elaeagnus commutata;Euonymus latifolius,0.96772;0.40229;0.15155;0.08958;0.02457,200,
355_09300_rhamnoides,355,770f77a8-0728-495f-a045-8615fed7f554.jpg;0bc403fa-0f29-4b3a-82ff-9c14b9a7b015.jpg;807631e0-54ba-45d5-95ae-7cccfb96041f.jpg,Salix eleagnos,0.46994,Salix eleagnos;Hippophae rhamnoides;Hippophae salicifolia;Tamarix smyrnensis;Salix melanopsis,0.46994;0.4122;0.08069;0.02008;0.01975,200,
356_09302_altilis,356,e79bb12b-2b50-4401-8392-185e3e68ee17.jpg;641d33f5-ba1a-41a8-8178-8db8769e21c5.jpg;c7521c9a-066f-41e6-bb37-35947c77ba55.jpg,Artocarpus altilis,0.4333,Artocarpus altilis;Artocarpus elasticus;Bocconia frutescens;Artocarpus heterophyllus;Artocarpus odoratissimus,0.4333;0.08202;0.02817;0.02535;0.02509,200,
357_09303_heterophyllus,357,b1cf3353-dc81-4616-b08d-04440f766034.jpg;d5bc163c-cdcb-4190-b179-9f062ff2a768.jpg;7947b8bc-73d4-4c41-96e9-6300d11c9a06.jpg,Artocarpus heterophyllus,0.95713,Artocarpus heterophyllus;Artocarpus integer;Casasia clusiifolia;Coelostegia borneensis;Artocarpus rigidus,0.95713;0.05225;0.01197;0.00466;0.00287,200,
358_09304_papyrifera,358,6ab0bf1c-75eb-4afe-870d-80c02e4533d4.jpg;0b4b2782-dc81-4923-867c-7d54d1760e67.jpg;847533cd-2194-4b46-a363-b98160512e96.jpg,Broussonetia papyrifera,0.7308,Broussonetia papyrifera;Pueraria montana;Lindera obtusiloba;Morus rubra;Reynoutria japonica,0.7308;0.05783;0.05666;0.04135;0.01839,200,
359_09305_villosa,359,2b0d6033-46ef-4fad-b2f2-31f2c8c67f89.jpg;85d95bff-80a1-495a-8587-840181bae3f9.jpg;661d59ab-1631-41b1-a8de-8f6082059662.jpg,Fatoua villosa,0.83277,Fatoua villosa;Leonotis nepetifolia;Fatoua madagascariensis;Laportea aestuans;Boehmeria cylindrica,0.83277;0.04957;0.03703;0.01501;0.01168,200,
360_09306_aurea,360,e0e6e907-f83f-43d8-b886-61110c262235.jpg;9e9e75ef-45d7-41ac-8f79-21e53814d170.jpg;be8167df-cf6d-4a9a-b030-28f3f131a550.jpg,Ficus crocata,0.33784,Ficus crocata;Ficus altissima;Ficus callosa;Ficus aurea;Ficus destruens,0.33784;0.14605;0.0575;0.04976;0.0444,200,
361_09307_carica,361,0cd13414-f07b-4b80-bb9b-569e1c8ce683.jpg;8cc9e462-0e22-4467-88a2-9f0c9178b85f.jpg;7bcffbbf-be22-4fb9-bc1e-0dfe3aea86ee.jpg,Ficus carica,0.94665,Ficus carica;Acer macrophyllum;Ficus johannis;Ficus pachyclada;Manihot oaxacana,0.94665;0.04536;0.00749;0.006;0.00343,200,
362_09308_microcarpa,362,08b76302-f548-4d23-b1da-72dc5aa188d2.jpg;dcb6656e-40e4-4e33-a44a-78478fa2793f.jpg;5f5e893d-5550-4a7d-9bc6-9827934f1737.jpg,Ficus retusa,0.38911,Ficus retusa;Ficus benghalensis;Ficus microcarpa;Ficus benjamina;Cleyera japonica,0.38911;0.33456;0.2998;0.0831;0.08116,200,
363_09309_petiolaris,363,8a365cd8-e48c-4679-af5c-9830c366dbe2.jpg;839dcc1a-f6d2-4bd5-96b4-a246c6bd1840.jpg;a83b9725-eac8-483c-8838-c453ab44d488.jpg,Ficus petiolaris,0.46009,Ficus petiolaris;Ficus abutilifolia;Ficus populifolia;Sterculia appendiculata;Ficus platyphylla,0.46009;0.2106;0.17265;0.06188;0.05713,200,
364_09311_religiosa,364,cf4765bb-ce63-404d-b8e6-3bea4da0682e.jpg;e7c80f08-16b5-4089-a230-5d28e7cda1e2.jpg;31031a1e-b218-4e3e-8886-6d3fc9028995.jpg,Ficus religiosa,0.97583,Ficus religiosa;Ficus rumphii;Ficus arnottiana;Hura crepitans;Ficus nymphaeifolia,0.97583;0.04625;0.03715;0.02008;0.01609,200,
365_09312_pomifera,365,6f65e3c2-7248-443e-80cd-e0f1d56daef4.jpg;cc5742a8-2b2e-46bc-8456-2fbc304a7e13.jpg;264ef705-2570-4c9a-8882-41758699c483.jpg,Maclura pomifera,0.97055,Maclura pomifera;Juglans nigra;Quercus lobata;Quercus macrocarpa;Nauclea pobeguinii,0.97055;0.03181;0.02139;0.01787;0.01034,200,
366_09313_alba,366,46566232-5d0b-4959-a312-830979cdde02.jpg;26076894-43cf-478b-92aa-5997ffd8717e.jpg;ba4c5dbf-f745-49c9-bd0d-a11c3f8afef3.jpg,Morus nigra,0.67739,Morus nigra;Morus rubra;Morus alba;Lophiolepis eriophora;Cirsium tuberosum,0.67739;0.41527;0.23633;0.13418;0.11318,200,
367_09321_cuneatus,367,d64584a9-26f0-4138-9974-8887b1d9cb14.jpg;19c4a711-9d44-4b2f-93eb-06843af00dc7.jpg;f3166bce-3b6f-4484-a17c-c2a123bf6b86.jpg,Ceanothus cuneatus,0.57518,Ceanothus cuneatus;Ceanothus megacarpus;Pyrus spinosa;Ceanothus tomentosus;Mulguraea aspera,0.57518;0.08227;0.0484;0.02769;0.01901,200,
368_09325_leucodermis,368,1fc6bebd-b166-4c70-ac50-615e1068ec9b.jpg;24a7d624-91cb-4ea6-9077-51ee77bc66b3.jpg;9f336001-ef8e-43c1-a068-14081bc0f401.jpg,Ceanothus leucodermis,0.61103,Ceanothus leucodermis;Ceanothus spinosus;Ceanothus integerrimus;Erica arborea;Ceanothus palmeri,0.61103;0.09867;0.04569;0.03996;0.03624,200,
369_09326_megacarpus,369,13b661ac-c3d8-454c-aa6d-b912580a0172.jpg;92b1b7ca-1b51-42ca-b9c3-039a4cb2e2c2.jpg;a448410d-58d2-49e1-bffc-9ca2210df9fe.jpg,Ceanothus megacarpus,0.71818,Ceanothus megacarpus;Ceanothus verrucosus;Ceanothus cuneatus;Discaria chacaye;Myrsine africana,0.71818;0.15096;0.09143;0.0584;0.01279,200,
370_09328_perplexans,370,daa5535a-e4a2-4929-ab56-46ea151fc83c.jpg;f189c73d-f2e3-47f6-a3c8-bfffac901f1c.jpg;61ecd522-b12b-4794-9704-c48bb06efbb1.jpg,Ceanothus megacarpus,0.63127,Ceanothus megacarpus;Ceanothus crassifolius;Ceanothus jepsonii;Ceanothus cuneatus;Ceanothus verrucosus,0.63127;0.57448;0.17805;0.13727;0.04755,200,
371_09336_toumatou,371,41503753-ef91-4cbc-8bf7-2a3c37293a4c.jpg;b63b6871-8263-493c-8132-7ba33b92b165.jpg;66f5266f-3067-47df-b0ab-a3d1c99cd682.jpg,Discaria toumatou,0.58121,Discaria toumatou;Pseudoziziphus parryi;Rhamnus lycioides;Ulex europaeus;Gymnosporia polyacanthus,0.58121;0.1297;0.051;0.01726;0.01666,200,
372_09337_alnus,372,cf43a65d-e087-460a-b39c-074a2866b067.jpg;e0b4271c-ddf5-4e45-8683-762fa15db916.jpg;eca3d3f8-fe73-4cc7-920c-e22378b337ff.jpg,Frangula alnus,0.95329,Frangula alnus;Prunus padus;Fagus grandifolia;Abies balsamea;Prunus serotina,0.95329;0.16297;0.09593;0.04594;0.04255,200,
373_09338_californica,373,75e68870-882c-4aa9-9f68-f67df810cf58.jpg;af915332-867d-442a-99fd-0ba17efb38f0.jpg;0c95f8d4-4a1f-4e07-b029-ac60c902e6e7.jpg,Frangula californica,0.76909,Frangula californica;Frangula betulifolia;Frangula alnus;Frangula rubra;Frangula rupestris,0.76909;0.12435;0.07036;0.03121;0.02301,200,
374_09340_purshiana,374,fd162830-c524-4978-a909-4aff86a2a9a0.jpg;98be4e08-1734-4ced-a3ff-2f981904af19.jpg;ec2bcfe4-bca4-48aa-a8d6-99d6aaa63b36.jpg,Rhamnus alpina,0.41353,Rhamnus alpina;Frangula alnus;Frangula purshiana;Frangula californica;Rhamnus fallax,0.41353;0.40623;0.14725;0.08252;0.07727,200,
375_09341_spina-christi,375,86f75afb-08b0-41e5-9a3b-a858f797a1cc.jpg;f4a4ddf2-4b2c-41be-b4d5-f814f6e2325c.jpg;d0b87df8-7b1c-4df8-9cdc-33a28aff60a8.jpg,Paliurus spina-christi,0.97278,Paliurus spina-christi;Paliurus ramosissimus;Ulmus glabra;Ulmus minor;Pterocarpus angolensis,0.97278;0.00378;0.00368;0.00334;0.0011,200,
376_09342_alaternus,376,9ddd9b9a-02b8-4b76-8c09-3f02b22c12de.jpg;5b9ca886-9f52-4a24-89a8-ef080881a061.jpg;d27f87cd-c16f-4290-b0f6-91148e602a88.jpg,Rhamnus alaternus,0.82412,Rhamnus alaternus;Rhamnus ludovici-salvatoris;Paxistima myrsinites;Ilex vomitoria;Rhamnus crenulata,0.82412;0.03188;0.03011;0.02709;0.0127,200,
377_09353_sparsifolium,377,ea87bfd9-d199-427e-8114-b1bc3f9df940.jpg;603a6ec4-eb84-4db0-a918-1759b12aa6c9.jpg;2872df9e-bbca-476f-bcf8-235716c4a51e.jpg,Adenostoma sparsifolium,0.89636,Adenostoma sparsifolium;Juniperus oxycedrus;Erica arborea;Erica scoparia;Tamarix gallica,0.89636;0.19972;0.08049;0.03184;0.02328,200,
378_09366_ledifolius,378,05b197fe-a8fd-4412-94ef-abb1ba2f5b8e.jpg;5e2f102d-e645-4257-8af1-e6186eb26dcc.jpg;1d466ef3-b26a-42cf-9d51-e46ddacf445b.jpg,Cercocarpus ledifolius,0.60695,Cercocarpus ledifolius;Cercocarpus montanus;Purshia tridentata;Erica arborea;Cercocarpus intricatus,0.60695;0.25128;0.14818;0.08319;0.05122,200,
379_09367_montanus,379,5146018d-6b79-455f-acac-51f5e7d7d16b.jpg;dbf2ccfb-2424-4cf9-98ae-cfaf3c04eeef.jpg;d0a45dcb-d3e3-4dfb-8595-5e5805b702e1.jpg,Cercocarpus montanus,0.41532,Cercocarpus montanus;Ceanothus cuneatus;Rhamnus lycioides;Diospyros pubescens;Shepherdia argentea,0.41532;0.10114;0.06734;0.05683;0.05634,200,
380_09368_foliolosa,380,4286edcd-d356-4e6a-8b3a-328911de9072.jpg;0175b684-04d9-4933-b495-04355bcbe3f0.jpg;dda7ce31-d2f3-48bf-9c21-e5b5215991dd.jpg,Chamaebatia foliolosa,0.86323,Chamaebatia foliolosa;Chamaebatiaria millefolium;Tanacetum bipinnatum;Chamaebatia australis;Tanacetum audibertii,0.86323;0.13672;0.02825;0.02532;0.00754,200,
381_09373_monogyna,381,77c4f914-df46-4960-8d3e-19647da939a9.jpg;851d9e86-bc42-4291-8f4d-6acd62ce8f22.jpg;3735dff4-cbf5-406c-92e7-19bbbea97e5d.jpg,Crataegus monogyna,0.32931,Crataegus monogyna;Crataegus laevigata;Crataegus rhipidophylla;Crataegus azarolus;Hedlundia thuringiaca,0.32931;0.29445;0.18972;0.17088;0.05511,200,
382_09418_avium,382,76bce700-01a6-4cbb-8bed-f99838b5121f.jpg;af752a59-8789-4e68-ba0d-2340179c1dda.jpg;9fa144f9-02c0-4d69-93dc-6a467ce167b6.jpg,Prunus avium,0.59502,Prunus avium;Prunus domestica;Prunus cerasus;Prunus americana;Prunus serotina,0.59502;0.47618;0.3588;0.27092;0.04919,200,
383_09421_dulcis,383,486bff56-278d-409a-90b7-1fb65ef66658.jpg;db314357-7303-49e3-9977-bdacf81a0224.jpg;6e2f7924-1640-453d-a7fa-39e67d543c19.jpg,Prunus dulcis,0.59223,Prunus dulcis;Prunus avium;Prunus prostrata;Prunus serrulata;Prunus tomentosa,0.59223;0.03365;0.01333;0.00864;0.00798,200,
384_09423_fasciculata,384,cae8cefe-b3f4-4efc-8dec-6e417ebf884b.jpg;7902ed42-e439-405d-896d-6f8d12f8a4aa.jpg;84994443-6063-48a8-aab3-26b695b0a5ec.jpg,Prunus fasciculata,0.77736,Prunus fasciculata;Prunus lycioides;Phaeoptilum spinosum;Coleogyne ramosissima;Hererolandia pearsonii,0.77736;0.11568;0.06142;0.058;0.03738,200,
385_09424_fremontii,385,08e87eb0-4311-47d4-9dc9-7dc0e11fa45b.jpg;919b6a06-c9f8-4a27-ab41-076743a99131.jpg;04cf5929-5ff0-4fd5-ab59-de4f4563a40a.jpg,Prunus spinosa,0.24175,Prunus spinosa;Prunus mahaleb;Ziziphus mucronata;Pseudoziziphus parryi;Commiphora pyracanthoides,0.24175;0.13779;0.10511;0.10476;0.10458,200,
386_09425_ilicifolia,386,643e07c9-aac4-4a6d-91d4-85c0b8da67d4.jpg;3c218e66-0181-4b24-9eba-437dbbfcc8a6.jpg;7211adfd-22c3-4adf-a692-0f657a0c250e.jpg,Prunus ilicifolia,0.82563,Prunus ilicifolia;Quercus coccifera;Ilex aquifolium;Ilex opaca;Quercus faginea,0.82563;0.08182;0.07218;0.0298;0.02378,200,
387_09428_padus,387,4c826520-246a-4be3-b9f2-6a6fde3964d5.jpg;54e85d34-3b51-4ad1-8062-1ae022197eff.jpg;67332185-45eb-43f9-a571-2b5555e92016.jpg,Prunus padus,0.86164,Prunus padus;Prunus virginiana;Amelanchier ovalis;Prunus avium;Asimina triloba,0.86164;0.06649;0.02577;0.0218;0.01487,200,
388_09429_pensylvanica,388,8ac1adf1-98ec-42ac-b2c5-8976e169b94a.jpg;63066a3a-ff01-4c30-9b6a-ed9f467134fb.jpg;12b1521b-db69-44fc-a554-da3b31adf1a0.jpg,Prunus pensylvanica,0.73379,Prunus pensylvanica;Prunus serotina;Prunus cerasus;Prunus padus;Prunus avium,0.73379;0.23402;0.1607;0.10658;0.08858,200,
389_09430_persica,389,d2c73a51-00fb-49f0-9dac-a951d6944dc1.jpg;0627e31b-75b7-416c-ad3f-385c772a8a24.jpg;b9071110-b11a-4fe0-a43a-1b54b51532bb.jpg,Prunus persica,0.88345,Prunus persica;Prunus amygdalus;Prunus tenella;Chaenomeles japonica;Prunus salicina,0.88345;0.1589;0.0368;0.01198;0.00857,200,
390_09431_pumila,390,3a15ff27-97a5-4ec4-b6f4-6e841ad54db4.jpg;0424f1ec-72d4-4896-bce1-66c79500fdec.jpg;0cd9c4ab-3606-422e-bb7d-b31dec629385.jpg,Prunus pumila,0.36692,Prunus pumila;Prunus maritima;Prunus pumila;Prunus susquehanae;Prunus tenella,0.36692;0.13112;0.12919;0.07852;0.02292,200,
391_09432_serotina,391,42213311-a3e7-436f-b76f-5c4a2607bcf7.jpg;8c6f1216-2580-438e-8377-3b56ee2ef689.jpg;954f815c-14bc-47ae-8050-773ed3db92fe.jpg,Prunus serotina,0.8026,Prunus serotina;Prunus virginiana;Arbutus andrachne;Prunus pensylvanica;Prunus lusitanica,0.8026;0.15086;0.02077;0.0177;0.00935,200,
392_09433_spinosa,392,2ccc8226-fdec-48a8-ac83-7e73ae63061c.jpg;dae621fd-286d-47fd-9f63-966df5eee8a2.jpg;56b7a6d7-494f-4e0b-9176-93aaaad2f167.jpg,Prunus spinosa,0.95936,Prunus spinosa;Prunus × fruticans;Berberis darwinii;Prunus domestica;Vaccinium uliginosum,0.95936;0.30652;0.01494;0.01453;0.01125,200,
393_09434_virginiana,393,06755675-2d74-4504-96fa-0b354497f817.jpg;7acfbf2a-742f-4df4-9c02-51cb1e3e7c8f.jpg;2f413b63-32a3-4d8c-ad70-5fe5a37879c2.jpg,Prunus virginiana,0.72701,Prunus virginiana;Prunus padus;Prunus serotina;Cotoneaster multiflorus;Viburnum prunifolium,0.72701;0.08523;0.07939;0.00551;0.00413,200,
394_09435_stansburyana,394,288a7962-09e5-4c8c-a519-b503ec71d1a8.jpg;1677b115-5d39-43a5-85f1-f708786f0091.jpg;8525cc9e-f817-4dc7-a596-e50336811817.jpg,Purshia stansburyana,0.45831,Purshia stansburyana;Purshia tridentata;Purshia glandulosa;Purshia mexicana;Symphyotrichum ericoides,0.45831;0.45696;0.10852;0.0613;0.02886,200,
395_09436_tridentata,395,9c068c65-9a57-4914-b9c9-46b24e51c638.jpg;cd8f2dc9-58e1-4b93-8492-e4ff503e0706.jpg;faac5afd-9725-4fde-871d-f95d3f3eb103.jpg,Purshia tridentata,0.91796,Purshia tridentata;Amaranthus albus;Purshia glandulosa;Euphorbia sudanica;Drimia maura,0.91796;0.03941;0.03927;0.03054;0.02421,200,
396_09437_coccinea,396,a081a4ab-1694-4d56-8c36-0e03d7ecc690.jpg;b0cfdf32-dcad-4227-9425-ee2e4bf8fe10.jpg;8558745a-3d6f-4870-9848-f6b3ed71f3b8.jpg,Pyracantha coccinea,0.75185,Pyracantha coccinea;Pyracantha crenulata;Prunus spinosa;Salix myrsinifolia;Salix caprea,0.75185;0.22926;0.12261;0.0863;0.06305,200,
397_09438_calleryana,397,2fe7f646-5ca9-447d-8430-45a27028dd1a.jpg;b6b11485-9fc1-4be7-8556-556fcd2c3d5a.jpg;fe389a89-0134-433e-9a58-c2339cac83fd.jpg,Pyrus calleryana,0.8619,Pyrus calleryana;Populus balsamifera;Pyrus cordata;Lomatia hirsuta;Aristotelia chilensis,0.8619;0.15901;0.05978;0.0408;0.03549,200,
398_09439_communis,398,2de6c4fc-6778-40fb-90cd-e7f036bb268e.jpg;b4f88b20-8b99-45e6-bd77-b25165d700f8.jpg;5a7a3c73-8ca8-4ec1-bc72-2f6b7d323a43.jpg,Pyrus communis,0.69441,Pyrus communis;Pyrus cordata;Pyrus bourgaeana;Pyrus calleryana;Pyrus ussuriensis,0.69441;0.47443;0.09141;0.06037;0.05385,200,
399_09440_indica,399,d5ff7405-d0ea-47ac-a936-6123f215bd31.jpg;5bb347ac-83bb-42b6-9603-f298b5e3bfbc.jpg;1614f467-0423-4027-bfa6-28ef7af0f0af.jpg,Rhaphiolepis indica,0.82851,Rhaphiolepis indica;Rhaphiolepis umbellata;Osmanthus fragrans;Hydrangea seemannii;Prunus zippeliana,0.82851;0.05594;0.0361;0.02981;0.01916,200,
400_09488_americana,400,a3f62ddd-2b8d-4f24-8f7d-e61911c85594.jpg;b5623dcb-b0ab-4bf3-b4a4-3551f90dda76.jpg;b30d3f9b-7eb1-4d4d-a78f-06cc6c20f945.jpg,Sorbus americana,0.78412,Sorbus americana;Sorbus aucuparia;Sorbus decora;Sorbaria sorbifolia;Cormus domestica,0.78412;0.51496;0.07435;0.06709;0.04506,200,
401_09489_aucuparia,401,cc411354-12c6-4c60-aa5c-ce10b2ddd172.jpg;06e3ebc2-e64e-4aa4-9f31-0f430817fe71.jpg;b1a30383-3aa7-4cd8-aff8-a5f24f82415c.jpg,Sorbus aucuparia,0.95027,Sorbus aucuparia;Cormus domestica;Sorbaria sorbifolia;Sorbus decora;Sorbus americana,0.95027;0.23478;0.03255;0.0282;0.02772,200,
402_09490_sitchensis,402,a43d13d8-6e34-4403-82a0-464aa0734fdd.jpg;f1b325b1-8bc7-4e72-ab17-e54c58c7b8c5.jpg;5b6b968a-7fe0-4820-98b2-b15d16323db1.jpg,Sorbus aucuparia,0.42815,Sorbus aucuparia;Sorbus sitchensis;Hedlundia hybrida;Sorbus americana;Robinia neomexicana,0.42815;0.42056;0.10788;0.09;0.04945,200,
